0.002942,BNO0_UnitAccX,BNO0_UnitAccY,BNO0_UnitAccZ,BNO0_RawAccMag,BNO0_GyrX,BNO0_GyrY,BNO0_GyrZ,BNO0_MagX,BNO0_MagY,BNO0_MagZ,BNO1_UnitAccX,BNO1_UnitAccY,BNO1_UnitAccZ,BNO1_RawAccMag,BNO1_GyrX,BNO1_GyrY,BNO1_GyrZ,BNO1_MagX,BNO1_MagY,BNO1_MagZ,BNO2_UnitAccX,BNO2_UnitAccY,BNO2_UnitAccZ,BNO2_RawAccMag,BNO2_GyrX,BNO2_GyrY,BNO2_GyrZ,BNO2_MagX,BNO2_MagY,BNO2_MagZ,BNO3_UnitAccX,BNO3_UnitAccY,BNO3_UnitAccZ,BNO3_RawAccMag,BNO3_GyrX,BNO3_GyrY,BNO3_GyrZ,BNO3_MagX,BNO3_MagY,BNO3_MagZ,MPU0_UnitAccX,MPU0_UnitAccY,MPU0_UnitAccZ,MPU0_RawAccMag,MPU0_GyrX,MPU0_GyrY,MPU0_GyrZ,MPU1_UnitAccX,MPU1_UnitAccY,MPU1_UnitAccZ,MPU1_RawAccMag,MPU1_GyrX,MPU1_GyrY,MPU1_GyrZ,none
0.336276,0.547,-0.092,-0.832,1417.81,-48.120,-18.241,-102.058,-0.907,0.343,0.244,0.811,-0.127,-0.571,1475.95,-31.669,-49.350,-103.065,-0.928,0.320,0.191,-0.134,-0.772,-0.621,1789.86,-111.122,-26.745,12.645,-0.159,0.902,0.401,-0.511,-0.185,-0.840,2017.34,-112.801,14.772,19.472,0.217,-0.016,0.976,0.755,0.319,0.573,6.026,86.031,-106.962,64.702,0.787,0.591,0.178,5.737,88.504,-69.557,74.519,none
0.360034,0.599,0.105,-0.794,1376.36,-66.920,-13.317,-117.949,-0.912,0.303,0.277,0.817,-0.014,-0.577,1513.36,-39.391,-40.510,-123.096,-0.938,0.184,0.294,-0.080,-0.770,-0.634,1771.03,-134.287,-24.507,-11.638,-0.113,0.897,0.427,-0.477,0.020,-0.879,1996.08,-168.978,40.622,16.786,0.130,-0.099,0.987,0.775,0.464,0.429,8.192,111.664,-107.008,52.000,0.753,0.658,-0.019,7.272,117.145,-79.802,59.069,none
0.382593,0.686,0.325,-0.651,1617.21,-92.658,14.772,-133.056,-0.906,0.110,0.408,0.873,0.164,-0.459,1729.34,-40.846,-22.045,-132.608,-0.951,0.135,0.278,-0.095,-0.787,-0.609,1681.41,-142.120,-21.822,-50.358,-0.092,0.815,0.572,-0.282,0.077,-0.956,2049.75,-128.916,131.154,29.207,0.119,-0.133,0.984,0.823,0.477,0.308,9.396,131.328,-104.611,38.580,0.746,0.642,-0.176,8.606,149.252,-78.321,33.527,none
0.402848,0.635,0.519,-0.572,1806.25,-113.584,41.965,-144.359,-0.928,0.106,0.356,0.804,0.307,-0.509,2330.98,-43.308,-2.798,-135.854,-0.939,0.112,0.325,0.060,-0.578,-0.814,2391.96,-131.042,-16.450,-63.451,-0.101,0.826,0.554,-0.374,0.413,-0.830,2492.04,-158.123,1.679,6.379,0.074,-0.233,0.970,0.879,0.440,0.182,10.380,151.557,-98.290,35.359,0.777,0.613,-0.142,11.052,179.069,-67.344,19.832,none
0.424672,0.581,0.607,-0.543,2499.02,-115.375,70.724,-164.725,-0.933,0.012,0.361,0.792,0.326,-0.516,2736.39,-39.279,-1.455,-139.994,-0.928,-0.009,0.371,-0.012,-0.593,-0.805,2660.70,-128.580,-29.431,-80.236,-0.061,0.762,0.644,-0.189,0.298,-0.936,2335.38,-89.077,45.434,5.931,0.080,-0.270,0.960,0.868,0.456,0.198,11.293,164.366,-119.603,39.038,0.736,0.673,0.072,13.937,167.252,-55.618,34.183,none
0.448289,0.644,0.299,-0.705,3762.61,-95.120,70.613,-169.090,-0.927,-0.101,0.360,0.796,0.170,-0.581,3561.01,-24.843,-32.676,-132.496,-0.905,-0.063,0.422,-0.066,-0.619,-0.783,3025.75,-133.727,-34.243,-73.410,-0.021,0.710,0.703,-0.241,0.346,-0.907,2692.03,-127.013,37.824,-2.350,0.100,-0.296,0.950,0.814,0.458,0.358,15.220,143.511,-101.511,52.718,0.713,0.678,0.178,16.893,107.695,-52.244,69.435,none
0.469131,0.640,0.232,-0.733,4339.02,-70.501,10.743,-138.428,-0.857,-0.279,0.434,0.800,0.039,-0.599,4761.60,8.281,-93.218,-76.879,-0.857,-0.137,0.496,-0.062,-0.572,-0.818,2916.21,-136.525,-54.051,-61.212,0.012,0.693,0.721,-0.200,0.363,-0.910,2942.11,-140.330,40.622,-14.660,0.124,-0.355,0.926,0.748,0.521,0.411,17.634,82.397,-58.687,56.611,0.660,0.729,0.180,16.687,41.756,-31.115,81.221,none
0.492157,0.678,0.261,-0.687,3700.94,-22.381,-54.946,-70.277,-0.785,-0.320,0.530,0.820,0.077,-0.568,3421.03,34.915,-135.294,-12.533,-0.808,-0.187,0.559,-0.218,-0.697,-0.683,3121.35,-79.453,-53.603,-48.343,0.013,0.653,0.757,-0.268,0.398,-0.877,3374.40,-110.003,20.814,-18.688,0.135,-0.393,0.909,0.716,0.543,0.440,16.275,15.878,-30.275,52.550,0.659,0.724,0.202,16.254,-9.298,-23.695,74.000,none
0.514266,0.666,0.152,-0.730,4180.79,-12.422,-74.082,-35.698,-0.792,-0.389,0.471,0.788,-0.086,-0.609,4105.30,29.767,-139.770,17.122,-0.816,-0.139,0.561,-0.228,-0.689,-0.688,3584.63,-59.198,-44.091,-27.417,-0.015,0.628,0.778,-0.288,0.341,-0.895,3481.44,-44.986,13.317,-10.183,0.160,-0.437,0.885,0.773,0.506,0.382,15.470,-34.519,-51.099,46.061,0.689,0.706,0.162,15.854,-53.115,-37.450,80.260,none
0.537449,0.631,0.272,-0.726,3839.10,-25.962,-111.122,0.000,-0.755,-0.396,0.522,0.781,-0.024,-0.624,3754.85,-8.617,-168.530,63.786,-0.778,-0.155,0.609,-0.217,-0.645,-0.732,3996.06,-42.188,-39.838,-1.455,0.050,0.626,0.778,-0.310,0.318,-0.896,3634.01,-4.924,-24.060,16.003,0.163,-0.425,0.891,0.872,0.396,0.289,15.547,-57.405,-54.794,56.977,0.800,0.599,0.044,14.936,-65.740,-49.008,86.656,none
0.560060,0.550,0.429,-0.717,3533.22,-50.805,-129.475,7.050,-0.732,-0.406,0.546,0.679,0.128,-0.723,2832.54,-37.265,-148.723,49.686,-0.727,-0.150,0.670,-0.247,-0.657,-0.712,3941.63,-44.091,-39.615,26.634,0.049,0.609,0.792,-0.335,0.375,-0.864,3686.59,-32.900,-44.091,24.172,0.177,-0.417,0.892,0.914,0.344,0.213,15.379,-48.519,-34.092,45.847,0.835,0.550,-0.017,14.353,-61.176,-34.458,62.443,none
0.581969,0.432,0.575,-0.695,3065.05,-40.398,-93.329,20.591,-0.692,-0.428,0.581,0.527,0.313,-0.790,2942.17,-56.512,-109.444,55.841,-0.698,-0.179,0.694,-0.279,-0.539,-0.795,3002.71,-3.133,-40.286,83.482,0.066,0.582,0.811,-0.343,0.495,-0.798,3463.94,-27.753,-68.151,20.814,0.197,-0.469,0.861,0.873,0.372,0.315,15.005,-51.863,15.511,22.763,0.854,0.519,0.031,14.052,-69.405,4.809,19.282,none
0.603952,0.354,0.624,-0.696,3073.42,12.198,-50.246,41.517,-0.721,-0.415,0.554,0.406,0.452,-0.795,2951.05,-26.634,-71.508,76.655,-0.731,-0.174,0.659,-0.341,-0.436,-0.833,2136.13,43.755,-32.117,81.691,0.057,0.637,0.769,-0.407,0.461,-0.788,3083.73,33.907,-81.579,9.736,0.230,-0.462,0.856,0.921,0.298,0.251,12.401,-67.053,52.748,3.939,0.880,0.474,0.025,12.247,-83.130,34.504,-4.214,none
0.626979,0.357,0.511,-0.782,2663.25,54.610,-21.486,50.470,-0.759,-0.372,0.534,0.339,0.424,-0.840,2313.41,43.979,-21.374,74.529,-0.721,-0.123,0.682,-0.317,-0.477,-0.820,2301.70,74.305,-7.498,57.855,0.067,0.606,0.792,-0.439,0.459,-0.773,2906.06,96.351,-75.536,-0.224,0.235,-0.431,0.871,0.931,0.264,0.254,10.757,-60.321,68.702,-13.328,0.904,0.428,-0.009,10.518,-81.527,44.198,-22.412,none
0.647715,0.330,0.518,-0.789,2377.36,62.443,-12.310,62.108,-0.762,-0.375,0.527,0.392,0.283,-0.875,2003.84,44.427,11.862,61.101,-0.713,-0.095,0.695,-0.276,-0.529,-0.802,2389.71,86.951,7.610,43.867,0.086,0.668,0.739,-0.484,0.323,-0.814,2554.36,119.627,-71.844,-3.693,0.278,-0.416,0.866,0.901,0.280,0.332,10.043,-56.122,79.084,-24.031,0.880,0.474,0.037,9.365,-71.496,50.794,-34.824,none
0.669260,0.378,0.464,-0.801,2022.24,71.508,-1.790,63.451,-0.817,-0.235,0.526,0.497,0.094,-0.862,1854.05,45.769,38.943,47.896,-0.724,-0.070,0.686,-0.283,-0.584,-0.761,2365.42,85.048,18.241,34.467,0.065,0.681,0.729,-0.495,0.276,-0.824,2379.60,108.996,-71.172,-8.281,0.341,-0.393,0.854,0.848,0.359,0.391,9.175,-55.374,82.580,-36.519,0.824,0.549,0.137,9.048,-65.573,52.290,-52.046,none
0.693541,0.474,0.307,-0.825,1904.47,66.920,18.241,65.689,-0.802,-0.233,0.550,0.562,-0.038,-0.827,1852.15,45.769,60.989,47.672,-0.770,0.017,0.638,-0.333,-0.636,-0.696,1924.69,90.532,14.100,29.655,-0.008,0.712,0.702,-0.477,0.278,-0.834,2326.39,88.965,-57.408,-11.191,0.373,-0.350,0.859,0.832,0.357,0.426,10.181,-52.748,79.130,-54.229,0.790,0.586,0.183,9.618,-68.947,51.618,-69.588,none
0.712255,0.529,0.206,-0.823,2316.73,61.212,32.900,85.048,-0.812,-0.137,0.567,0.630,-0.087,-0.772,2273.64,39.727,75.536,60.317,-0.791,0.078,0.607,-0.336,-0.657,-0.675,1938.49,104.968,25.403,22.045,-0.002,0.731,0.682,-0.542,0.216,-0.812,2316.40,85.720,-46.889,-14.660,0.425,-0.326,0.844,0.819,0.320,0.477,10.289,-57.359,92.473,-58.687,0.824,0.524,0.217,10.014,-72.611,57.725,-77.771,none
0.735526,0.460,0.262,-0.848,2384.85,65.465,29.431,92.882,-0.884,-0.041,0.465,0.604,-0.027,-0.797,2549.80,44.539,74.194,75.201,-0.870,0.145,0.472,-0.346,-0.699,-0.625,2329.13,116.494,21.150,17.569,0.014,0.798,0.602,-0.577,0.176,-0.797,2226.10,104.408,-33.012,-19.919,0.436,-0.284,0.854,0.846,0.245,0.473,9.432,-64.977,85.863,-51.679,0.831,0.505,0.235,9.718,-76.198,52.840,-65.267,none
0.755880,0.498,0.155,-0.853,2440.70,62.555,18.800,86.167,-0.915,0.085,0.395,0.640,-0.158,-0.752,2684.66,47.560,46.105,75.872,-0.866,0.196,0.460,-0.303,-0.690,-0.658,2571.35,105.863,24.619,18.912,-0.090,0.847,0.524,-0.568,0.159,-0.808,2160.03,105.415,-36.481,-12.645,0.436,-0.226,0.871,0.900,0.182,0.395,8.541,-55.053,68.000,-37.115,0.864,0.470,0.181,9.070,-68.870,38.412,-45.878,none
0.778572,0.469,0.274,-0.840,2175.40,44.091,0.336,78.334,-0.909,0.104,0.403,0.645,-0.065,-0.762,2586.76,30.662,19.136,71.172,-0.872,0.256,0.418,-0.274,-0.670,-0.690,2663.15,88.965,17.122,26.074,-0.045,0.841,0.538,-0.572,0.066,-0.817,2073.83,84.601,-25.515,-8.505,0.467,-0.172,0.867,0.853,0.200,0.482,7.979,-38.534,52.198,-23.725,0.858,0.471,0.207,8.196,-56.656,28.382,-30.137,none
0.799052,0.457,0.255,-0.852,1949.77,43.196,-5.148,59.646,-0.908,0.154,0.390,0.601,-0.040,-0.798,1990.97,25.403,0.000,59.198,-0.851,0.283,0.442,-0.280,-0.687,-0.671,2183.93,64.682,-0.671,34.467,-0.025,0.864,0.503,-0.599,0.038,-0.800,2046.69,47.560,-31.669,-6.714,0.487,-0.135,0.863,0.827,0.233,0.511,7.440,-28.198,35.389,-12.305,0.839,0.501,0.212,7.385,-41.740,16.763,-16.931,none
0.821867,0.498,0.146,-0.855,1791.87,25.515,-3.469,32.341,-0.892,0.180,0.415,0.628,-0.135,-0.767,1751.33,16.450,1.902,36.817,-0.855,0.315,0.412,-0.293,-0.692,-0.660,2057.06,29.991,-1.455,25.626,0.002,0.871,0.492,-0.607,0.059,-0.793,1843.46,23.836,-23.948,-0.671,0.479,-0.130,0.868,0.807,0.225,0.546,6.675,-17.405,16.901,-5.206,0.831,0.500,0.245,6.952,-28.641,2.321,-6.748,none
0.844249,0.495,0.132,-0.859,1602.73,5.819,-9.848,19.807,-0.889,0.208,0.407,0.616,-0.121,-0.778,1625.13,3.581,-0.112,20.926,-0.869,0.353,0.346,-0.261,-0.715,-0.649,1851.93,10.967,-1.231,20.255,-0.030,0.886,0.463,-0.593,0.031,-0.805,1886.79,9.848,-17.122,3.693,0.503,-0.137,0.853,0.779,0.362,0.512,7.263,-10.015,1.160,-9.435,0.767,0.607,0.208,6.914,-22.015,-8.046,-5.878,none
0.863545,0.586,0.191,-0.787,1673.10,-2.910,-4.252,17.793,-0.923,0.243,0.300,0.676,-0.149,-0.722,1656.23,-0.560,4.029,14.548,-0.863,0.349,0.366,-0.323,-0.730,-0.602,1651.83,2.350,8.952,12.198,-0.072,0.883,0.464,-0.504,0.189,-0.843,1869.69,-4.812,-6.379,5.819,0.483,-0.143,0.864,0.821,0.367,0.437,7.522,-10.687,-12.336,-6.275,0.798,0.592,0.111,7.565,-17.496,-20.260,-2.672,none
0.886165,0.576,0.291,-0.764,1840.00,-13.876,-4.588,11.638,-0.911,0.257,0.322,0.712,0.035,-0.702,1957.09,-17.233,4.476,8.952,-0.861,0.328,0.389,-0.178,-0.648,-0.741,2058.27,-5.371,22.717,9.288,-0.055,0.902,0.429,-0.443,0.206,-0.873,1661.88,-13.317,-0.560,18.017,0.504,-0.151,0.851,0.910,0.276,0.309,6.846,-5.405,-21.969,9.740,0.865,0.501,-0.019,7.345,-11.145,-27.588,14.840,none
0.909794,0.532,0.457,-0.713,1752.21,-21.038,-16.338,-0.224,-0.911,0.231,0.341,0.706,0.163,-0.689,1793.42,-23.948,-16.450,-9.512,-0.858,0.322,0.400,-0.174,-0.620,-0.765,1992.04,-18.464,14.660,18.241,-0.131,0.891,0.435,-0.439,0.244,-0.865,1608.85,-21.934,-1.679,22.493,0.493,-0.155,0.856,0.928,0.273,0.253,5.900,5.542,-38.672,24.183,0.869,0.484,-0.098,6.123,4.626,-40.153,31.832,none
0.938943,0.524,0.381,-0.762,1328.38,-41.181,-21.598,-29.207,-0.902,0.174,0.395,0.654,0.150,-0.741,1364.40,-38.384,-21.934,-28.424,-0.865,0.299,0.404,-0.182,-0.523,-0.833,1687.90,-51.253,11.414,25.179,-0.096,0.876,0.473,-0.473,0.300,-0.828,1597.58,-35.250,-0.560,30.438,0.468,-0.192,0.863,0.918,0.270,0.292,5.907,21.756,-57.084,24.626,0.889,0.451,-0.076,6.076,22.580,-54.076,34.366,none
0.964339,0.439,0.481,-0.759,1296.69,-51.924,-8.841,-44.986,-0.890,0.127,0.438,0.600,0.180,-0.780,1357.80,-52.260,-14.324,-50.246,-0.862,0.245,0.443,-0.273,-0.576,-0.771,1379.05,-68.486,15.331,10.072,-0.118,0.836,0.536,-0.499,0.346,-0.795,1614.50,-46.553,11.302,37.153,0.446,-0.228,0.865,0.904,0.321,0.283,5.966,33.924,-70.824,16.214,0.856,0.514,-0.049,6.222,34.489,-65.740,29.664,none
0.986194,0.490,0.428,-0.760,1321.31,-62.332,-1.790,-48.567,-0.891,0.080,0.447,0.618,0.165,-0.769,1302.40,-60.429,-3.245,-57.408,-0.893,0.298,0.338,-0.243,-0.533,-0.810,1507.05,-72.179,30.326,0.112,-0.083,0.844,0.530,-0.485,0.334,-0.808,1759.06,-54.722,29.319,42.636,0.402,-0.247,0.882,0.873,0.368,0.321,7.616,40.626,-75.771,2.809,0.832,0.553,-0.039,7.408,39.771,-71.863,16.198,none
1.008298,0.490,0.487,-0.723,1661.65,-70.277,8.841,-44.091,-0.900,0.086,0.428,0.605,0.299,-0.738,1671.49,-66.248,14.883,-56.512,-0.857,0.132,0.498,-0.225,-0.524,-0.822,1629.26,-68.374,41.293,-11.079,-0.120,0.811,0.573,-0.434,0.370,-0.822,2148.09,-56.624,42.412,41.405,0.375,-0.286,0.882,0.912,0.290,0.289,9.538,44.611,-70.473,-2.046,0.877,0.477,-0.051,9.338,49.267,-68.336,5.679,none
1.029443,0.425,0.549,-0.720,2263.40,-72.851,22.941,-43.979,-0.890,-0.019,0.456,0.615,0.295,-0.731,2186.42,-63.339,25.515,-64.570,-0.875,0.101,0.474,-0.178,-0.537,-0.825,2229.16,-61.548,48.120,-22.829,-0.115,0.788,0.605,-0.452,0.311,-0.836,2238.51,-50.022,46.329,38.608,0.344,-0.304,0.888,0.942,0.227,0.247,9.505,51.420,-69.374,5.695,0.890,0.455,-0.019,10.195,59.084,-64.534,13.588,none
1.051770,0.449,0.471,-0.759,2510.92,-65.241,22.493,-64.010,-0.910,-0.019,0.415,0.622,0.203,-0.756,2604.21,-57.520,11.974,-73.298,-0.866,0.083,0.492,-0.168,-0.541,-0.824,2646.23,-71.844,42.188,-28.088,-0.136,0.754,0.643,-0.468,0.289,-0.835,2476.77,-66.024,54.274,30.998,0.294,-0.316,0.902,0.918,0.281,0.279,10.518,65.511,-78.947,13.786,0.868,0.496,-0.001,10.707,71.924,-69.710,23.786,none
1.072969,0.472,0.455,-0.755,2536.37,-72.739,19.248,-75.536,-0.910,-0.120,0.398,0.635,0.188,-0.750,2551.50,-56.401,3.917,-82.922,-0.860,0.006,0.510,-0.199,-0.566,-0.800,2825.17,-86.839,41.293,-34.019,-0.177,0.744,0.645,-0.450,0.284,-0.847,2661.46,-81.244,59.982,29.207,0.287,-0.322,0.902,0.919,0.285,0.272,10.846,69.786,-91.374,25.802,0.864,0.504,0.001,11.306,83.099,-79.939,35.405,none
1.096044,0.495,0.420,-0.760,2791.33,-84.601,14.660,-88.629,-0.855,-0.206,0.477,0.651,0.163,-0.741,2816.90,-66.360,2.014,-99.484,-0.854,-0.019,0.519,-0.206,-0.585,-0.785,2967.79,-103.065,42.524,-33.684,-0.079,0.694,0.716,-0.439,0.324,-0.838,2748.88,-94.784,63.227,35.138,0.249,-0.335,0.909,0.935,0.270,0.231,11.709,79.511,-103.863,33.557,0.871,0.491,-0.025,11.954,93.603,-88.458,43.374,none
1.118084,0.449,0.482,-0.753,2842.43,-94.449,9.512,-96.575,-0.873,-0.259,0.414,0.587,0.250,-0.770,2854.88,-77.215,-4.141,-108.549,-0.797,-0.152,0.584,-0.194,-0.525,-0.828,2799.37,-111.570,42.636,-26.857,-0.185,0.688,0.702,-0.450,0.320,-0.834,3223.22,-96.015,69.270,31.669,0.208,-0.383,0.900,0.921,0.308,0.239,13.166,95.450,-100.458,22.870,0.863,0.505,-0.030,13.099,106.000,-87.115,31.420,none
1.141548,0.439,0.503,-0.745,3151.72,-92.434,19.136,-94.560,-0.813,-0.309,0.493,0.591,0.267,-0.761,3154.85,-66.584,9.512,-104.408,-0.822,-0.196,0.535,-0.200,-0.475,-0.857,2910.96,-100.939,48.567,-51.141,-0.137,0.630,0.765,-0.390,0.396,-0.831,3467.62,-103.849,88.070,18.576,0.154,-0.379,0.913,0.906,0.347,0.243,15.417,105.527,-76.000,-2.382,0.829,0.559,-0.001,15.160,103.740,-69.313,-0.061,none
